L3_id,L0,L1,L2,L3,Korean_label,Definition,source,review,l2_review
TECHNOLOGY-REF-1696,Technology,AI technology and invention,Machine learning and model training techniques,multi-task training framework,,여러 과제를 동시 학습하는 프레임워크.,Claude,pending,pending
TECHNOLOGY-REF-1736,Technology,AI technology and invention,Machine learning and model training techniques,online incremental learning,,데이터를 순차 받아 점진 갱신하는 학습.,Claude,pending,pending
TECHNOLOGY-REF-1782,Technology,AI technology and invention,Machine learning and model training techniques,quantum-classical hybrid learning,,양자·고전 결합 학습 기술.,Claude,pending,pending
TECHNOLOGY-REF-1795,Technology,AI technology and invention,Machine learning and model training techniques,regularization technique,,과적합을 억제하는 정칙화 기법.,Claude,pending,pending
TECHNOLOGY-REF-1798,Technology,AI technology and invention,Machine learning and model training techniques,reinforcement learning for control,,제어에 강화학습을 적용하는 기술.,Claude,pending,pending
TECHNOLOGY-REF-1799,Technology,AI technology and invention,Machine learning and model training techniques,reinforcement learning from human feedback,,인간 피드백으로 정책을 정렬하는 기법.,ChatGPT_Gemini; Claude,pending,pending
TECHNOLOGY-REF-1808,Technology,AI technology and invention,Machine learning and model training techniques,reward modeling system,,선호로부터 보상 함수를 학습하는 시스템.,Claude,pending,pending
TECHNOLOGY-REF-1817,Technology,AI technology and invention,Machine learning and model training techniques,scalable training cluster,,확장 가능한 대규모 학습 클러스터.,Claude,pending,pending
TECHNOLOGY-REF-1825,Technology,AI technology and invention,Machine learning and model training techniques,self-distillation method,,모델이 자기 예측으로 스스로를 정제하는 기법.,Claude,pending,pending
TECHNOLOGY-REF-1826,Technology,AI technology and invention,Machine learning and model training techniques,self-improving learning system,,스스로 성능을 개선하는 학습 시스템.,Claude,pending,pending
TECHNOLOGY-REF-1828,Technology,AI technology and invention,Machine learning and model training techniques,self-supervised pretraining method,,비레이블 데이터로 사전학습하는 방법.,Claude,pending,pending
TECHNOLOGY-REF-1843,Technology,AI technology and invention,Machine learning and model training techniques,simulation-to-real transfer,,시뮬레이션 학습을 현실로 전이하는 기술.,Claude,pending,pending
TECHNOLOGY-REF-1873,Technology,AI technology and invention,Machine learning and model training techniques,support vector machine engine,,마진 최대화 분류를 구현한 엔진.,Claude,pending,pending
TECHNOLOGY-REF-1936,Technology,AI technology and invention,Machine learning and model training techniques,world model architecture,,환경을 내부 모델로 학습하는 아키텍처.,Claude,pending,pending
TECHNOLOGY-REF-1385,Technology,AI technology and invention,Neural network architectures and deep learning,Artificial neural network,인공신경망,노드와 가중치 연결을 이용해 입력과 출력 사이의 복잡한 함수를 학습하는 기술이다.,ChatGPT_Gemini,pending,pending
TECHNOLOGY-REF-1450,Technology,AI technology and invention,Neural network architectures and deep learning,Convolutional neural network,합성곱 신경망,합성곱 필터로 공간적 패턴과 국소 특징을 추출하는 신경망 기술이다.,ChatGPT_Gemini,pending,pending
TECHNOLOGY-REF-1454,Technology,AI technology and invention,Neural network architectures and deep learning,Cross-attention,교차어텐션,서로 다른 입력 시퀀스나 모달리티 사이의 관련도를 계산해 정보를 결합하는 기술이다.,ChatGPT_Gemini,pending,pending
TECHNOLOGY-REF-1470,Technology,AI technology and invention,Neural network architectures and deep learning,Deep neural network,심층신경망,여러 은닉층을 통해 계층적 특징 표현을 학습하는 신경망 기술이다.,ChatGPT_Gemini,pending,pending
TECHNOLOGY-REF-1472,Technology,AI technology and invention,Neural network architectures and deep learning,Deep reinforcement learning,심층 강화학습,심층 신경망을 가치 함수나 정책 함수 근사에 사용하여 복잡한 의사결정 문제를 해결하는 기술이다.,ChatGPT_Gemini,pending,pending
TECHNOLOGY-REF-1483,Technology,AI technology and invention,Neural network architectures and deep learning,Diffusion model,확산 모델,노이즈를 점진적으로 제거하는 역과정을 학습하여 데이터를 생성하는 기술이다.,ChatGPT_Gemini,pending,pending
TECHNOLOGY-REF-1548,Technology,AI technology and invention,Neural network architectures and deep learning,Gated recurrent unit,게이트 순환 유닛,업데이트 게이트와 리셋 게이트로 시퀀스 정보를 효율적으로 기억하는 순환신경망 기술이다.,ChatGPT_Gemini,pending,pending
TECHNOLOGY-REF-1549,Technology,AI technology and invention,Neural network architectures and deep learning,Generative adversarial network,적대적 생성 신경망,생성자와 판별자의 경쟁 학습으로 실제와 유사한 데이터를 생성하는 기술이다.,ChatGPT_Gemini,pending,pending
TECHNOLOGY-REF-1563,Technology,AI technology and invention,Neural network architectures and deep learning,Graph attention network,그래프 어텐션 네트워크,이웃 노드별 중요도를 어텐션 가중치로 계산하는 그래프 신경망 기술이다.,ChatGPT_Gemini,pending,pending
TECHNOLOGY-REF-1564,Technology,AI technology and invention,Neural network architectures and deep learning,Graph convolutional network,그래프 합성곱 네트워크,이웃 노드 정보를 집계하여 노드 표현을 갱신하는 그래프 신경망 기술이다.,ChatGPT_Gemini,pending,pending
TECHNOLOGY-REF-1565,Technology,AI technology and invention,Neural network architectures and deep learning,Graph neural network,그래프 신경망,노드와 엣지로 구성된 관계형 데이터에서 위상 정보를 학습하는 신경망 기술이다.,ChatGPT_Gemini,pending,pending
TECHNOLOGY-REF-1573,Technology,AI technology and invention,Neural network architectures and deep learning,Hardware-aware neural architecture search,하드웨어 인식 신경망 구조 탐색,"하드웨어 지연시간, 메모리, 전력 제약을 반영해 신경망 구조를 탐색하는 기술이다.",ChatGPT_Gemini,pending,pending
TECHNOLOGY-REF-1615,Technology,AI technology and invention,Neural network architectures and deep learning,Kernel learning,커널 학습,커널 함수를 이용해 비선형 패턴을 고차원 특징 공간에서 학습하는 기술이다.,ChatGPT_Gemini,pending,pending
TECHNOLOGY-REF-1628,Technology,AI technology and invention,Neural network architectures and deep learning,Layer normalisation,계층 정규화,개별 샘플의 특징 차원 통계를 이용해 신경망 활성값을 정규화하는 기술이다.,ChatGPT_Gemini,pending,pending
TECHNOLOGY-REF-1638,Technology,AI technology and invention,Neural network architectures and deep learning,Long short-term memory,장단기 메모리,"입력, 출력, 망각 게이트를 통해 긴 시퀀스의 의존성을 보존하는 순환신경망 기술이다.",ChatGPT_Gemini,pending,pending
TECHNOLOGY-REF-1665,Technology,AI technology and invention,Neural network architectures and deep learning,Mixture of experts,전문가 혼합,입력별로 서로 다른 전문가 하위모델을 선택하거나 결합하는 신경망 기술이다.,ChatGPT_Gemini,pending,pending
TECHNOLOGY-REF-1679,Technology,AI technology and invention,Neural network architectures and deep learning,Model pruning,모델 가지치기,"중요도가 낮은 가중치, 뉴런, 채널을 제거해 모델 크기와 연산량을 줄이는 기술이다.",ChatGPT_Gemini,pending,pending
TECHNOLOGY-REF-1695,Technology,AI technology and invention,Neural network architectures and deep learning,Multi-head attention,멀티헤드 어텐션,여러 어텐션 하위공간을 병렬로 사용해 다양한 관계 패턴을 학습하는 기술이다.,ChatGPT_Gemini,pending,pending
TECHNOLOGY-REF-1698,Technology,AI technology and invention,Neural network architectures and deep learning,Multilayer perceptron,다층 퍼셉트론,완전연결 계층을 여러 층으로 쌓아 비선형 함수를 근사하는 신경망 기술이다.,ChatGPT_Gemini,pending,pending
TECHNOLOGY-REF-1699,Technology,AI technology and invention,Neural network architectures and deep learning,Multilingual embedding,다국어 임베딩,"여러 언어의 단어, 문장, 문서를 공통 벡터 공간에 매핑하는 기술이다.",ChatGPT_Gemini,pending,pending
TECHNOLOGY-REF-1713,Technology,AI technology and invention,Neural network architectures and deep learning,Neural architecture search,신경망 구조 탐색,후보 아키텍처를 자동 탐색하여 성능이 높은 신경망 구조를 찾는 기술이다.,ChatGPT_Gemini,pending,pending
TECHNOLOGY-REF-1722,Technology,AI technology and invention,Neural network architectures and deep learning,Neuromorphic computing,뉴로모픽 컴퓨팅,생물학적 신경계의 스파이크와 시냅스 구조를 모방하는 저전력 AI 하드웨어 기술이다.,ChatGPT_Gemini,pending,pending
TECHNOLOGY-REF-1725,Technology,AI technology and invention,Neural network architectures and deep learning,Normalising flow,정규화 흐름,가역 변환을 연속적으로 적용해 복잡한 확률 분포를 학습하는 생성 모델 기술이다.,ChatGPT_Gemini,pending,pending
TECHNOLOGY-REF-1744,Technology,AI technology and invention,Neural network architectures and deep learning,Optical neural computing,광 신경연산,"빛의 간섭, 회절, 위상 특성을 이용해 신경망 연산을 수행하는 기술이다.",ChatGPT_Gemini,pending,pending
TECHNOLOGY-REF-1756,Technology,AI technology and invention,Neural network architectures and deep learning,Physics-informed neural network,물리정보 신경망,물리 법칙이나 미분방정식을 손실 함수에 포함하여 학습하는 신경망 기술이다.,ChatGPT_Gemini,pending,pending
TECHNOLOGY-REF-1793,Technology,AI technology and invention,Neural network architectures and deep learning,Recurrent neural network,순환신경망,이전 시점의 은닉 상태를 이용해 순차 데이터의 시간적 의존성을 학습하는 기술이다.,ChatGPT_Gemini,pending,pending
TECHNOLOGY-REF-1804,Technology,AI technology and invention,Neural network architectures and deep learning,Residual connection,잔차 연결,입력 정보를 출력에 더하는 건너뛰기 연결로 깊은 신경망의 학습을 안정화하는 기술이다.,ChatGPT_Gemini,pending,pending
TECHNOLOGY-REF-1824,Technology,AI technology and invention,Neural network architectures and deep learning,Self-attention,자기어텐션,동일 입력 시퀀스 내부 요소 간 관련도를 계산하여 문맥 표현을 생성하는 기술이다.,ChatGPT_Gemini,pending,pending
TECHNOLOGY-REF-1884,Technology,AI technology and invention,Neural network architectures and deep learning,Temporal convolutional network,시간 합성곱 네트워크,시간축 합성곱으로 순차 데이터의 장기 패턴을 학습하는 기술이다.,ChatGPT_Gemini,pending,pending
TECHNOLOGY-REF-1906,Technology,AI technology and invention,Neural network architectures and deep learning,Transformer,트랜스포머,어텐션 구조를 이용해 토큰 간 관계를 병렬적으로 학습하는 신경망 기술이다.,ChatGPT_Gemini,pending,pending
TECHNOLOGY-REF-1451,Technology,AI technology and invention,Neural network architectures and deep learning,convolutional neural network module,,합성곱 연산으로 영상 특징을 추출하는 구현 모듈.,Claude,pending,pending
TECHNOLOGY-REF-1471,Technology,AI technology and invention,Neural network architectures and deep learning,deep neural network architecture,,다층 신경망으로 복잡한 비선형 함수를 구현하는 핵심 구조.,Claude,pending,pending
TECHNOLOGY-REF-1500,Technology,AI technology and invention,Neural network architectures and deep learning,dropout layer,,무작위로 뉴런을 비활성화하는 층.,Claude,pending,pending
TECHNOLOGY-REF-1503,Technology,AI technology and invention,Neural network architectures and deep learning,dynamic sparse inference,,입력별로 연산을 희소화하는 추론 기술.,Claude,pending,pending
TECHNOLOGY-REF-1666,Technology,AI technology and invention,Neural network architectures and deep learning,mixture-of-experts routing,,입력별 전문가 망을 선택적으로 라우팅하는 구조.,Claude,pending,pending
TECHNOLOGY-REF-1681,Technology,AI technology and invention,Neural network architectures and deep learning,model quantization technique,,가중치를 저비트로 표현해 경량화하는 기법.,Claude,pending,pending
TECHNOLOGY-REF-1712,Technology,AI technology and invention,Neural network architectures and deep learning,network pruning method,,불필요한 연결을 제거해 모델을 압축하는 기법.,Claude,pending,pending
TECHNOLOGY-REF-1717,Technology,AI technology and invention,Neural network architectures and deep learning,neural radiance field,,신경망으로 3D 장면을 표현·렌더링하는 기술.,Claude,pending,pending
TECHNOLOGY-REF-1718,Technology,AI technology and invention,Neural network architectures and deep learning,neural rendering method,,신경망으로 장면을 렌더링하는 기법.,Claude,pending,pending
TECHNOLOGY-REF-1745,Technology,AI technology and invention,Neural network architectures and deep learning,optical neural network,,빛으로 신경망 연산을 수행하는 기술.,Claude,pending,pending
TECHNOLOGY-REF-1794,Technology,AI technology and invention,Neural network architectures and deep learning,recurrent neural network unit,,순환 연결로 시계열을 처리하는 구현 단위.,Claude,pending,pending
TECHNOLOGY-REF-1850,Technology,AI technology and invention,Neural network architectures and deep learning,sparse neural network,,희소 연결로 연산을 줄인 신경망 구현.,Claude,pending,pending
TECHNOLOGY-REF-1375,Technology,AI technology and invention,Predictive modeling and forecasting,AI for drug discovery,신약 발굴 AI,"화합물, 표적 단백질, 생물학적 활성 데이터를 이용해 후보 물질을 탐색하는 기술이다.",ChatGPT_Gemini,pending,researcher_intervened_review_v2
TECHNOLOGY-REF-1534,Technology,AI technology and invention,Predictive modeling and forecasting,Feature selection,특징 선택,예측에 기여도가 높은 변수만 선별하여 모델 복잡도와 잡음을 줄이는 기술이다.,ChatGPT_Gemini,pending,pending
TECHNOLOGY-REF-1576,Technology,AI technology and invention,Predictive modeling and forecasting,Hidden Markov model,은닉 마르코프 모델,관측 시퀀스에서 직접 보이지 않는 상태 전이를 추정하는 확률적 순차 모델이다.,ChatGPT_Gemini,pending,pending
TECHNOLOGY-REF-1614,Technology,AI technology and invention,Predictive modeling and forecasting,Kalman filtering,칼만 필터링,동역학 모델과 관측 데이터를 결합해 상태를 재귀적으로 추정하는 확률적 필터링 기술이다.,ChatGPT_Gemini,pending,pending
TECHNOLOGY-REF-1636,Technology,AI technology and invention,Predictive modeling and forecasting,Logistic regression,로지스틱 회귀,입력 특징으로부터 클래스 확률을 추정하는 선형 분류 기술이다.,ChatGPT_Gemini,pending,pending
TECHNOLOGY-REF-1649,Technology,AI technology and invention,Predictive modeling and forecasting,Markov decision process,마르코프 의사결정과정,"상태, 행동, 보상, 전이 확률을 이용해 순차 의사결정 문제를 정식화하는 기술이다.",ChatGPT_Gemini,pending,pending
TECHNOLOGY-REF-1652,Technology,AI technology and invention,Predictive modeling and forecasting,Materials informatics,소재 정보학,"소재 조성, 구조, 실험 데이터를 학습해 새로운 소재 특성을 예측하는 기술이다.",ChatGPT_Gemini,pending,pending
TECHNOLOGY-REF-1668,Technology,AI technology and invention,Predictive modeling and forecasting,Model calibration,모델 보정,모델이 출력한 확률이 실제 발생 빈도와 일치하도록 조정하는 기술이다.,ChatGPT_Gemini,pending,pending
TECHNOLOGY-REF-1678,Technology,AI technology and invention,Predictive modeling and forecasting,Model predictive control,모델 예측 제어,미래 상태를 예측하고 제약 조건을 반영해 현재 제어 입력을 최적화하는 기술이다.,ChatGPT_Gemini,pending,pending
TECHNOLOGY-REF-1686,Technology,AI technology and invention,Predictive modeling and forecasting,Molecular property prediction,분자 물성 예측,"분자 구조로부터 독성, 용해도, 안정성, 결합력 등 물성을 예측하는 기술이다.",ChatGPT_Gemini,pending,pending
TECHNOLOGY-REF-1764,Technology,AI technology and invention,Predictive modeling and forecasting,Preference optimisation,선호 최적화,인간 또는 사용자 선호 비교를 이용해 모델의 응답 분포를 조정하는 기술이다.,ChatGPT_Gemini,pending,pending
TECHNOLOGY-REF-1909,Technology,AI technology and invention,Predictive modeling and forecasting,Uncertainty quantification,불확실성 정량화,"예측의 신뢰구간, 분산, 오류 가능성을 수치화하는 기술이다.",ChatGPT_Gemini,pending,pending
TECHNOLOGY-REF-1360,Technology,AI technology and invention,Predictive modeling and forecasting,ad targeting system,,광고 타기팅 시스템.,Claude,pending,pending
TECHNOLOGY-REF-1377,Technology,AI technology and invention,Predictive modeling and forecasting,algorithmic trading system,,알고리즘 기반 자동 거래 시스템.,Claude,pending,pending
TECHNOLOGY-REF-1410,Technology,AI technology and invention,Predictive modeling and forecasting,behavior prediction module,,주변 객체 행동을 예측하는 모듈.,Claude,pending,pending
TECHNOLOGY-REF-1423,Technology,AI technology and invention,Predictive modeling and forecasting,clinical decision support system,,임상 의사결정을 지원하는 시스템.,Claude,pending,pending
TECHNOLOGY-REF-1452,Technology,AI technology and invention,Predictive modeling and forecasting,credit scoring model,,신용도를 평가하는 모델.,Claude,pending,pending
TECHNOLOGY-REF-1453,Technology,AI technology and invention,Predictive modeling and forecasting,crop yield prediction model,,작물 수확량을 예측하는 모델.,Claude,pending,pending
TECHNOLOGY-REF-1460,Technology,AI technology and invention,Predictive modeling and forecasting,customer churn prediction,,고객 이탈을 예측하는 기술.,Claude,pending,pending
TECHNOLOGY-REF-1474,Technology,AI technology and invention,Predictive modeling and forecasting,demand forecasting system,,수요를 예측하는 시스템.,Claude,pending,pending
TECHNOLOGY-REF-1501,Technology,AI technology and invention,Predictive modeling and forecasting,drug discovery platform,,신약 발굴을 지원하는 플랫폼.,Claude,pending,pending
TECHNOLOGY-REF-1502,Technology,AI technology and invention,Predictive modeling and forecasting,dynamic pricing engine,,동적 가격을 산정하는 엔진.,Claude,pending,pending
TECHNOLOGY-REF-1519,Technology,AI technology and invention,Predictive modeling and forecasting,energy load forecasting system,,에너지 부하를 예측하는 시스템.,Claude,pending,pending
TECHNOLOGY-REF-1521,Technology,AI technology and invention,Predictive modeling and forecasting,ensemble prediction system,,다수 모델 예측을 결합하는 시스템.,Claude,pending,pending
TECHNOLOGY-REF-1653,Technology,AI technology and invention,Predictive modeling and forecasting,medical diagnosis support system,,의료 진단을 지원하는 시스템.,Claude,pending,pending
TECHNOLOGY-REF-1755,Technology,AI technology and invention,Predictive modeling and forecasting,personalization system,,사용자 맞춤화를 구현하는 시스템.,Claude,pending,pending
TECHNOLOGY-REF-1762,Technology,AI technology and invention,Predictive modeling and forecasting,precision agriculture system,,정밀 농업을 구현하는 시스템.,Claude,pending,pending
TECHNOLOGY-REF-1763,Technology,AI technology and invention,Predictive modeling and forecasting,predictive maintenance system,,설비 고장을 예측·예방하는 시스템.,Claude,pending,pending
TECHNOLOGY-REF-1765,Technology,AI technology and invention,Predictive modeling and forecasting,preference optimization method,,선호 데이터로 모델을 직접 최적화하는 기법.,Claude,pending,pending
TECHNOLOGY-REF-1768,Technology,AI technology and invention,Predictive modeling and forecasting,probabilistic graphical model,,변수 의존성을 그래프로 구현한 모델.,ChatGPT_Gemini; Claude,pending,pending
TECHNOLOGY-REF-1769,Technology,AI technology and invention,Predictive modeling and forecasting,process optimization controller,,공정을 최적 제어하는 제어기.,Claude,pending,pending
TECHNOLOGY-REF-1775,Technology,AI technology and invention,Predictive modeling and forecasting,prompt optimization method,,프롬프트를 자동 최적화하는 기법.,Claude,pending,pending
TECHNOLOGY-REF-1778,Technology,AI technology and invention,Predictive modeling and forecasting,protein structure prediction system,,단백질 구조를 예측하는 시스템.,Claude,pending,pending
TECHNOLOGY-REF-1779,Technology,AI technology and invention,Predictive modeling and forecasting,quality inspection system,,품질 검사를 자동화하는 시스템.,Claude,pending,pending
TECHNOLOGY-REF-1792,Technology,AI technology and invention,Predictive modeling and forecasting,recommendation system engine,,개인 맞춤 추천을 제공하는 엔진.,Claude,pending,pending
TECHNOLOGY-REF-1847,Technology,AI technology and invention,Predictive modeling and forecasting,smart grid optimization,,스마트 그리드를 최적화하는 기술.,Claude,pending,pending
TECHNOLOGY-REF-1871,Technology,AI technology and invention,Predictive modeling and forecasting,supply chain optimization engine,,공급망을 최적화하는 엔진.,Claude,pending,pending
TECHNOLOGY-REF-1903,Technology,AI technology and invention,Predictive modeling and forecasting,trajectory prediction model,,객체의 이동 궤적을 예측하는 모델.,Claude,pending,pending
TECHNOLOGY-REF-1354,Technology,AI technology and invention,"Reasoning, search, and inference technologies",A-star search,A-star 탐색,현재 비용과 목표까지의 추정 비용을 결합해 최적 경로를 찾는 탐색 기술이다.,ChatGPT_Gemini,pending,researcher_intervened_review_v2
TECHNOLOGY-REF-1355,Technology,AI technology and invention,"Reasoning, search, and inference technologies",Abductive reasoning,귀추 추론,관찰된 사실을 가장 잘 설명하는 가설을 선택하는 추론 기술이다.,ChatGPT_Gemini,pending,researcher_intervened_review_v2
TECHNOLOGY-REF-1391,Technology,AI technology and invention,"Reasoning, search, and inference technologies",Automated theorem proving,자동 정리 증명,공리와 추론 규칙을 이용해 수학적 명제의 증명을 자동 생성하는 기술이다.,ChatGPT_Gemini,pending,researcher_intervened_review_v2
TECHNOLOGY-REF-1405,Technology,AI technology and invention,"Reasoning, search, and inference technologies",Bayesian inference,베이지안 추론,사전 확률과 관측 데이터를 결합하여 사후 확률을 계산하는 확률 추론 기술이다.,ChatGPT_Gemini,pending,researcher_intervened_review_v2
TECHNOLOGY-REF-1406,Technology,AI technology and invention,"Reasoning, search, and inference technologies",Bayesian inference module,,확률적 추론을 수행하는 구현 모듈.,Claude,pending,pending
TECHNOLOGY-REF-1407,Technology,AI technology and invention,"Reasoning, search, and inference technologies",Bayesian network,베이지안 네트워크,방향성 그래프로 조건부 확률 관계를 표현하여 원인과 결과를 추론하는 기술이다.,ChatGPT_Gemini,pending,researcher_intervened_review_v2
TECHNOLOGY-REF-1408,Technology,AI technology and invention,"Reasoning, search, and inference technologies",Bayesian optimisation,베이지안 최적화,평가 비용이 큰 목적 함수에서 확률 대리모델과 획득 함수를 이용해 최적점을 찾는 기술이다.,ChatGPT_Gemini,pending,researcher_intervened_review_v2
TECHNOLOGY-REF-1415,Technology,AI technology and invention,"Reasoning, search, and inference technologies",Case-based reasoning,사례 기반 추론,과거 사례와 현재 문제의 유사성을 비교해 해결책을 도출하는 기술이다.,ChatGPT_Gemini,pending,researcher_intervened_review_v2
TECHNOLOGY-REF-1417,Technology,AI technology and invention,"Reasoning, search, and inference technologies",Causal discovery,인과 발견,관측 데이터에서 변수 간 잠재 인과 구조를 추정하는 기술이다.,ChatGPT_Gemini,pending,researcher_intervened_review_v2
TECHNOLOGY-REF-1418,Technology,AI technology and invention,"Reasoning, search, and inference technologies",Causal inference,인과 추론,상관관계를 넘어 변수 간 원인과 결과의 효과를 추정하는 기술이다.,ChatGPT_Gemini,pending,researcher_intervened_review_v2
TECHNOLOGY-REF-1429,Technology,AI technology and invention,"Reasoning, search, and inference technologies",Commonsense reasoning,상식 추론,"일상 세계의 물리적, 사회적 지식을 이용해 맥락을 이해하는 기술이다.",ChatGPT_Gemini,pending,researcher_intervened_review_v2
TECHNOLOGY-REF-1435,Technology,AI technology and invention,"Reasoning, search, and inference technologies",Constraint satisfaction,제약 만족,변수와 제약 조건의 집합에서 모든 조건을 만족하는 해를 탐색하는 기술이다.,ChatGPT_Gemini,pending,researcher_intervened_review_v2
TECHNOLOGY-REF-1468,Technology,AI technology and invention,"Reasoning, search, and inference technologies",Decision tree,의사결정나무,특징 조건에 따른 분기 구조를 학습해 분류 또는 회귀를 수행하는 기술이다.,ChatGPT_Gemini,pending,researcher_intervened_review_v2
TECHNOLOGY-REF-1469,Technology,AI technology and invention,"Reasoning, search, and inference technologies",Deductive reasoning,연역 추론,일반 규칙과 전제로부터 필연적 결론을 도출하는 추론 기술이다.,ChatGPT_Gemini,pending,researcher_intervened_review_v2
TECHNOLOGY-REF-1478,Technology,AI technology and invention,"Reasoning, search, and inference technologies",Description logic,기술 논리,개념과 관계를 형식적으로 표현하고 추론하는 지식 표현 논리이다.,ChatGPT_Gemini,pending,researcher_intervened_review_v2
TECHNOLOGY-REF-1524,Technology,AI technology and invention,"Reasoning, search, and inference technologies",Evolutionary computation,진화연산,"선택, 교차, 돌연변이 등 진화 원리를 모방해 최적해를 탐색하는 기술이다.",ChatGPT_Gemini,pending,researcher_intervened_review_v2
TECHNOLOGY-REF-1533,Technology,AI technology and invention,"Reasoning, search, and inference technologies",Feature extraction,특징 추출,원시 데이터에서 예측과 인식에 유용한 수치적 또는 의미적 표현을 도출하는 기술이다.,ChatGPT_Gemini,pending,researcher_intervened_review_v2
TECHNOLOGY-REF-1556,Technology,AI technology and invention,"Reasoning, search, and inference technologies",Genomic sequence analysis,유전체 서열 분석,"DNA 또는 RNA 서열에서 변이, 기능, 질병 관련 패턴을 분석하는 기술이다.",ChatGPT_Gemini,pending,researcher_intervened_review_v2
TECHNOLOGY-REF-1575,Technology,AI technology and invention,"Reasoning, search, and inference technologies",Heuristic search,휴리스틱 탐색,경험적 평가 함수를 이용해 탐색 공간을 효율적으로 줄이는 기술이다.,ChatGPT_Gemini,pending,researcher_intervened_review_v2
TECHNOLOGY-REF-1600,Technology,AI technology and invention,"Reasoning, search, and inference technologies",Inductive reasoning,귀납 추론,개별 사례의 패턴으로부터 일반 규칙이나 가설을 도출하는 추론 기술이다.,ChatGPT_Gemini,pending,researcher_intervened_review_v2
TECHNOLOGY-REF-1635,Technology,AI technology and invention,"Reasoning, search, and inference technologies",Logic programming,논리 프로그래밍,사실과 규칙을 선언하고 논리 추론으로 해를 도출하는 기술이다.,ChatGPT_Gemini,pending,researcher_intervened_review_v2
TECHNOLOGY-REF-1646,Technology,AI technology and invention,"Reasoning, search, and inference technologies",Machine reading comprehension,기계 독해,주어진 문서를 읽고 질문에 맞는 답변이나 추론 결과를 도출하는 기술이다.,ChatGPT_Gemini,pending,researcher_intervened_review_v2
TECHNOLOGY-REF-1731,Technology,AI technology and invention,"Reasoning, search, and inference technologies",On-board inference,온보드 추론,"스마트폰, 차량, 센서, 로봇 내부에서 AI 모델을 실행하는 기술이다.",ChatGPT_Gemini,pending,researcher_intervened_review_v2
TECHNOLOGY-REF-1739,Technology,AI technology and invention,"Reasoning, search, and inference technologies",Ontology reasoning,온톨로지 추론,온톨로지의 개념 계층과 관계 규칙을 이용해 새로운 지식을 도출하는 기술이다.,ChatGPT_Gemini,pending,researcher_intervened_review_v2
TECHNOLOGY-REF-1781,Technology,AI technology and invention,"Reasoning, search, and inference technologies",Quantised inference,양자화 추론,저정밀 수치 표현으로 모델 추론을 수행해 속도와 에너지 효율을 높이는 기술이다.,ChatGPT_Gemini,pending,researcher_intervened_review_v2
TECHNOLOGY-REF-1800,Technology,AI technology and invention,"Reasoning, search, and inference technologies",Relation extraction,관계 추출,텍스트에서 개체 간 의미 관계를 식별하고 구조화하는 기술이다.,ChatGPT_Gemini,pending,researcher_intervened_review_v2
TECHNOLOGY-REF-1816,Technology,AI technology and invention,"Reasoning, search, and inference technologies",Rule-based reasoning,규칙 기반 추론,조건-결과 규칙을 적용해 판단이나 결론을 산출하는 기술이다.,ChatGPT_Gemini,pending,researcher_intervened_review_v2
TECHNOLOGY-REF-1821,Technology,AI technology and invention,"Reasoning, search, and inference technologies",Search algorithm,탐색 알고리즘,가능한 상태 공간에서 목표 상태나 최적해를 찾는 기술이다.,ChatGPT_Gemini,pending,researcher_intervened_review_v2
TECHNOLOGY-REF-1831,Technology,AI technology and invention,"Reasoning, search, and inference technologies",Semantic search,의미 검색,표면 단어가 아니라 의미 표현을 기준으로 관련 정보를 검색하는 기술이다.,ChatGPT_Gemini,pending,researcher_intervened_review_v2
TECHNOLOGY-REF-1834,Technology,AI technology and invention,"Reasoning, search, and inference technologies",Semantic similarity,의미 유사도,"두 문장, 문서, 질의, 개념의 의미적 가까움을 수치화하는 기술이다.",ChatGPT_Gemini,pending,researcher_intervened_review_v2
TECHNOLOGY-REF-1846,Technology,AI technology and invention,"Reasoning, search, and inference technologies",Slot filling,슬롯 채우기,"대화나 명령에서 필요한 변수값, 예를 들어 날짜, 장소, 상품명을 추출하는 기술이다.",ChatGPT_Gemini,pending,researcher_intervened_review_v2
TECHNOLOGY-REF-1876,Technology,AI technology and invention,"Reasoning, search, and inference technologies",Syntactic parsing,구문 분석,문장의 문법 구조와 단어 간 의존 관계를 분석하는 기술이다.,ChatGPT_Gemini,pending,researcher_intervened_review_v2
TECHNOLOGY-REF-1901,Technology,AI technology and invention,"Reasoning, search, and inference technologies",Topic modelling,토픽 모델링,문서 집합에서 잠재 주제 분포와 문서별 주제 구성을 추정하는 기술이다.,ChatGPT_Gemini,pending,researcher_intervened_review_v2
TECHNOLOGY-REF-1392,Technology,AI technology and invention,"Reasoning, search, and inference technologies",automated theorem proving system,,정리를 자동 증명하는 시스템.,Claude,pending,pending
TECHNOLOGY-REF-1419,Technology,AI technology and invention,"Reasoning, search, and inference technologies",causal inference engine,,인과 관계를 추론하는 엔진.,Claude,pending,pending
TECHNOLOGY-REF-1420,Technology,AI technology and invention,"Reasoning, search, and inference technologies",chain-of-thought reasoning module,,단계적 추론을 생성하는 모듈.,Claude,pending,pending
TECHNOLOGY-REF-1602,Technology,AI technology and invention,"Reasoning, search, and inference technologies",inference optimization engine,,추론 성능을 최적화하는 엔진.,Claude,pending,pending
